probe,coef_verify,significant,null
ENSG00000018699,0.11170565767802554,Yes,FALSE
ENSG00000065970,0.09244738730826889,Yes,FALSE
ENSG00000006453,0.16397652247686648,Yes,FALSE
ENSG00000188322,-0.4006247019392036,Yes,FALSE
ENSG00000130779,0.12424834221060319,Yes,FALSE
ENSG00000086475,0.10008242393391246,Yes,FALSE
ENSG00000094975,0.13203987439399123,Yes,FALSE
ENSG00000129467,-0.22111665663071428,Yes,FALSE
ENSG00000104408,0.13468368800636224,Yes,FALSE
ENSG00000159263,0.5110667044801059,Yes,FALSE
ENSG00000102032,-0.2313194774730462,Yes,FALSE
ENSG00000023318,0.09772293696828487,Yes,FALSE
ENSG00000197912,-0.1299895621294952,Yes,FALSE
ENSG00000100307,-0.20265374269627545,Yes,FALSE
ENSG00000120327,0.26805118047274523,Yes,FALSE
ENSG00000172466,-0.10153078347285338,Yes,FALSE
ENSG00000162105,-0.3735559971645288,Yes,FALSE
ENSG00000156603,0.11335852773574139,Yes,FALSE
ENSG00000240065,-0.2511796757992337,Yes,FALSE
ENSG00000153064,-0.2746993092459975,Yes,FALSE
ENSG00000145416,-0.15999189013953663,Yes,FALSE
ENSG00000126602,-0.1445480213976618,Yes,FALSE
ENSG00000103942,0.3103452475132412,Yes,FALSE
ENSG00000151176,0.11180572368835634,Yes,FALSE
ENSG00000180263,-0.17991318191318545,Yes,FALSE
ENSG00000105186,0.11961928021665945,Yes,FALSE
ENSG00000133703,0.12605242620600196,Yes,FALSE
ENSG00000138744,-0.14772610275468318,Yes,FALSE
ENSG00000224660,-0.18972545238336996,Yes,FALSE
ENSG00000168071,-0.26042214735833424,Yes,FALSE
ENSG00000157106,-0.1047007459371818,Yes,FALSE
ENSG00000136854,-0.25115319163859395,Yes,FALSE
ENSG00000188690,0.09903751979073516,Yes,FALSE
ENSG00000178988,-0.09193706640684537,Yes,FALSE
ENSG00000120158,0.16507088403510162,Yes,FALSE
ENSG00000244462,0.06539926756553563,Yes,FALSE
ENSG00000181852,0.08639689880192536,Yes,FALSE
ENSG00000184445,0.20263997449050392,Yes,FALSE
ENSG00000134247,0.2482447287062202,Yes,FALSE
ENSG00000171877,-0.47916025320257527,Yes,FALSE
ENSG00000124171,-0.2398979300888064,Yes,FALSE
ENSG00000137409,0.08595140093414258,Yes,FALSE
ENSG00000068878,0.11431594843931835,Yes,FALSE
ENSG00000101474,0.124825701042256,Yes,FALSE
ENSG00000196344,1.20790197961821,Yes,FALSE
ENSG00000197629,-0.2183082632002076,Yes,FALSE
ENSG00000108469,-0.1330288920870063,Yes,FALSE
ENSG00000164916,0.16626213132151704,Yes,FALSE
ENSG00000243970,-0.22703660435657902,Yes,FALSE
ENSG00000012660,0.12509520418789222,Yes,FALSE
ENSG00000101856,0.12264278432272271,Yes,FALSE
ENSG00000160305,-0.1034477842861121,Yes,FALSE
ENSG00000105339,-0.17411835019061292,Yes,FALSE
ENSG00000272405,-0.6112114462489883,Yes,FALSE
ENSG00000234608,0.11020175518741096,Yes,FALSE
ENSG00000139644,0.10803957335504427,Yes,FALSE
ENSG00000150540,-0.20290296265196933,Yes,FALSE
ENSG00000101347,-0.1945702493580397,Yes,FALSE
ENSG00000165512,0.11910388913859428,Yes,FALSE
ENSG00000072786,-0.16964605162182111,Yes,FALSE
ENSG00000166169,-0.1286475711799503,Yes,FALSE
ENSG00000103196,0.2568252485915888,Yes,FALSE
ENSG00000140157,0.10485938549640274,Yes,FALSE
ENSG00000176049,0.3971076529401312,Yes,FALSE
ENSG00000166979,-0.2558447499333134,Yes,FALSE
ENSG00000146416,0.13357505828047628,Yes,FALSE
ENSG00000091651,0.28906312957954805,Yes,FALSE
ENSG00000175414,0.2133808961914293,Yes,FALSE
ENSG00000142252,0.1372806234501358,Yes,FALSE
ENSG00000105849,0.12807823014610503,Yes,FALSE
ENSG00000120519,-0.13148866533600534,Yes,FALSE
ENSG00000137124,0.188384321570738,Yes,FALSE
ENSG00000165355,0.1219544485103665,Yes,FALSE
ENSG00000188529,-0.08398909017789674,Yes,FALSE
ENSG00000101052,0.11044733084892357,Yes,FALSE
ENSG00000033800,-0.12238677060452974,Yes,FALSE
ENSG00000164932,0.348637319665985,Yes,FALSE
ENSG00000187164,-0.15704874651611928,Yes,FALSE
ENSG00000163935,-0.14275292796511707,Yes,FALSE
ENSG00000142494,-0.36323607919009215,Yes,FALSE
ENSG00000119729,0.10813744860559897,Yes,FALSE
ENSG00000038427,0.29683379851987624,Yes,FALSE
ENSG00000139832,-0.18123507432002714,Yes,FALSE
ENSG00000166086,0.20724120543071597,Yes,FALSE
ENSG00000165102,-0.17101781167399557,Yes,FALSE
ENSG00000267121,-0.2582423865955568,Yes,FALSE
ENSG00000128039,-0.23906905855213353,Yes,FALSE
ENSG00000131127,-0.1392578275229221,Yes,FALSE
ENSG00000030110,-0.17175086470685563,Yes,FALSE
ENSG00000184634,-0.1366538280908904,Yes,FALSE
ENSG00000100083,-0.1517221284796107,Yes,FALSE
ENSG00000143294,0.09583388490878515,Yes,FALSE
ENSG00000158714,-0.27644963239553216,Yes,FALSE
ENSG00000123600,0.1468041868119204,Yes,FALSE
ENSG00000140743,0.14570500338718498,Yes,FALSE
ENSG00000092330,0.07809591086522302,Yes,FALSE
ENSG00000152465,0.12935053175033423,Yes,FALSE
ENSG00000086619,-0.2824371530249953,Yes,FALSE
ENSG00000189403,0.09856161301807725,Yes,FALSE
ENSG00000100138,0.10749819605944963,Yes,FALSE
ENSG00000170545,0.20111617144097624,Yes,FALSE
ENSG00000072571,0.2673475048420693,Yes,FALSE
ENSG00000167085,0.11218926512541243,Yes,FALSE
ENSG00000184922,-0.19827549779597936,Yes,FALSE
ENSG00000127124,-0.19139770480138688,Yes,FALSE
ENSG00000100568,0.09891110820192552,Yes,FALSE
ENSG00000131238,-0.11477499702196992,Yes,FALSE
ENSG00000147044,0.14750391376880423,Yes,FALSE
ENSG00000134809,0.14025753127863283,Yes,FALSE
ENSG00000211898,0.6488770454234235,Yes,FALSE
ENSG00000134815,0.18028335725937927,Yes,FALSE
ENSG00000163468,0.11733651055253383,Yes,FALSE
ENSG00000162896,-0.6828708154901975,Yes,FALSE
ENSG00000204231,-0.09024893718930535,Yes,FALSE
ENSG00000162711,-0.20973050210530375,Yes,FALSE
ENSG00000216775,0.3134421491009948,Yes,FALSE
ENSG00000139970,-0.25750040488964826,Yes,FALSE
ENSG00000237988,-0.39364859424934623,Yes,FALSE
ENSG00000111011,0.08541914322860043,Yes,FALSE
ENSG00000116117,-0.22536627826517733,Yes,FALSE
ENSG00000184371,-0.21777802458670947,Yes,FALSE
ENSG00000170085,-0.18082674963395595,Yes,FALSE
ENSG00000182004,0.140178135703188,Yes,FALSE
ENSG00000178363,1.0216685023063177,Yes,FALSE
ENSG00000135211,0.11607383786820773,Yes,FALSE
ENSG00000112763,-0.081685305134741,Yes,FALSE
ENSG00000171219,-0.2015244189371856,Yes,FALSE
ENSG00000166188,-0.15690291707162465,Yes,FALSE
ENSG00000120708,0.24137406318004676,Yes,FALSE
ENSG00000008130,-0.15442466960073753,Yes,FALSE
ENSG00000164002,-0.12873169434717216,Yes,FALSE
ENSG00000184916,0.3173158825486839,Yes,FALSE
ENSG00000112406,0.13221131765411642,Yes,FALSE
ENSG00000166888,-0.09276563318927068,Yes,FALSE
ENSG00000138496,-0.1651213722250956,Yes,FALSE
ENSG00000037280,-0.2579658184236957,Yes,FALSE
ENSG00000116906,-0.0964855744663648,Yes,FALSE
ENSG00000157181,-0.13458740665688232,Yes,FALSE
ENSG00000145287,-0.3570093281051065,Yes,FALSE
ENSG00000158528,-0.38853379009621397,Yes,FALSE
ENSG00000142279,-0.2692266135495353,Yes,FALSE
ENSG00000005884,-0.29176685955381765,Yes,FALSE
ENSG00000163312,-0.09726343842576513,Yes,FALSE
ENSG00000105865,0.1480890697280329,Yes,FALSE
ENSG00000186184,0.12329634846617303,Yes,FALSE
ENSG00000140259,0.1030017483969979,Yes,FALSE
ENSG00000107130,0.2625087726736279,Yes,FALSE
ENSG00000143889,0.07777132494663595,Yes,FALSE
ENSG00000122122,-0.20804428152277682,Yes,FALSE
ENSG00000166004,-0.14690555738475342,Yes,FALSE
ENSG00000140563,-0.2110150599296928,Yes,FALSE
ENSG00000213551,0.1220800164947524,Yes,FALSE
ENSG00000102241,0.10317655921070065,Yes,FALSE
ENSG00000171016,0.23522466094696487,Yes,FALSE
ENSG00000147155,0.14939670645108774,Yes,FALSE
ENSG00000075240,-0.17850743149187553,Yes,FALSE
ENSG00000147138,-0.28423419215316026,Yes,FALSE
ENSG00000048162,0.1693503457876455,Yes,FALSE
ENSG00000104689,-0.18872116317356044,Yes,FALSE
ENSG00000010818,0.12598266925445267,Yes,FALSE
ENSG00000011426,0.3335779276149631,Yes,FALSE
ENSG00000047578,-0.12762057134956642,Yes,FALSE
ENSG00000125457,-0.124761197511256,Yes,FALSE
ENSG00000087116,0.2607170774775201,Yes,FALSE
ENSG00000025156,0.1250283365623416,Yes,FALSE
ENSG00000113263,-0.2589551447092552,Yes,FALSE
ENSG00000175854,0.1382708788375426,Yes,FALSE
ENSG00000141384,0.18939438121827037,Yes,FALSE
ENSG00000169032,0.08983246058169528,Yes,FALSE
ENSG00000165669,0.08816395589586525,Yes,FALSE
ENSG00000136044,0.11251414674970732,Yes,FALSE
ENSG00000149636,0.15025624841410976,Yes,FALSE
ENSG00000023191,-0.23620453483818094,Yes,FALSE
ENSG00000196209,-0.22193764304235655,Yes,FALSE
ENSG00000161813,0.09581956805209788,Yes,FALSE
ENSG00000128335,-0.1669249971461925,Yes,FALSE
ENSG00000115758,0.3293538835247522,Yes,FALSE
ENSG00000174282,-0.12828350083408932,Yes,FALSE
ENSG00000156471,0.15078279786065382,Yes,FALSE
ENSG00000136237,-0.16242312262598893,Yes,FALSE
ENSG00000278970,-0.11662451527883357,Yes,FALSE
ENSG00000213928,-0.2221168024291765,Yes,FALSE
ENSG00000226608,0.18985844085619014,Yes,FALSE
ENSG00000049656,-0.1586424695401199,Yes,FALSE
ENSG00000168883,0.10391475862572744,Yes,FALSE
ENSG00000144746,-0.14714764755987128,Yes,FALSE
ENSG00000198521,-0.2233020165842059,Yes,FALSE
ENSG00000004455,-0.10001651684485677,Yes,FALSE
ENSG00000108700,0.3594172092168132,Yes,FALSE
ENSG00000107099,-0.20548862040140156,Yes,FALSE
ENSG00000158828,-0.18651611786885547,Yes,FALSE
ENSG00000267023,-0.18612062827400375,Yes,FALSE
ENSG00000069509,-0.13281313105605913,Yes,FALSE
ENSG00000106541,-0.5257508259801772,Yes,FALSE
ENSG00000095970,-0.27225770737390004,Yes,FALSE
ENSG00000128274,0.3776360550862533,Yes,FALSE
ENSG00000028528,-0.10507789934297197,Yes,FALSE
ENSG00000135842,-0.1969500951807169,Yes,FALSE
ENSG00000122378,0.16343696969350735,Yes,FALSE
ENSG00000066855,0.1689392135539556,Yes,FALSE
ENSG00000009790,-0.21680384968626462,Yes,FALSE
ENSG00000108179,0.1821519019137586,Yes,FALSE
ENSG00000090097,-0.17994535297691155,Yes,FALSE
ENSG00000136897,0.12044285808061701,Yes,FALSE
ENSG00000166405,-0.36254689800084944,Yes,FALSE
ENSG00000175906,0.40422598174318997,Yes,FALSE
ENSG00000196743,-0.1737400231100776,Yes,FALSE
ENSG00000160783,-0.14740194929944214,Yes,FALSE
ENSG00000185800,0.1558416203925846,Yes,FALSE
ENSG00000189180,-0.13854645136107413,Yes,FALSE
ENSG00000130309,0.13134553777287616,Yes,FALSE
ENSG00000152583,0.2449278023292611,Yes,FALSE
ENSG00000282651,1.0373813902441413,Yes,FALSE
ENSG00000066629,0.24158476908599855,Yes,FALSE
ENSG00000105388,-0.793445070281294,Yes,FALSE
ENSG00000105722,0.2050220738525918,Yes,FALSE
ENSG00000161204,0.1399058505081995,Yes,FALSE
ENSG00000204351,-0.12814231299662446,Yes,FALSE
ENSG00000136819,0.09563081888066731,Yes,FALSE
ENSG00000105122,-0.26310665068409805,Yes,FALSE
ENSG00000104763,-0.2184560979455699,Yes,FALSE
ENSG00000165209,0.14985939600947923,Yes,FALSE
ENSG00000150787,0.1373814120216422,Yes,FALSE
ENSG00000161533,-0.1026942872776797,Yes,FALSE
ENSG00000128609,0.09571644611840997,Yes,FALSE
ENSG00000173442,-0.12126977076565028,Yes,FALSE
ENSG00000257017,-0.6230890861359732,Yes,FALSE
ENSG00000132669,0.12146825023042275,Yes,FALSE
ENSG00000160179,-0.19668668738983386,Yes,FALSE
ENSG00000243244,0.22141876678040287,Yes,FALSE
ENSG00000086548,-0.7035551634479484,Yes,FALSE
ENSG00000076685,-0.1264389837559802,Yes,FALSE
ENSG00000170468,0.11159533724059839,Yes,FALSE
ENSG00000119760,-0.0778221742751404,Yes,FALSE
ENSG00000167967,-0.2394926758729651,Yes,FALSE
ENSG00000115685,-0.07959712321398482,Yes,FALSE
ENSG00000111816,-0.20631907979110123,Yes,FALSE
ENSG00000185022,0.18438734401071627,Yes,FALSE
ENSG00000124429,-0.5222366137810427,Yes,FALSE
ENSG00000167207,-0.20448929519739664,Yes,FALSE
ENSG00000198862,-0.08818406418160629,Yes,FALSE
ENSG00000256235,0.17861806003983546,Yes,FALSE
ENSG00000178252,-0.13356028591928282,Yes,FALSE
ENSG00000173041,-0.18565919291085559,Yes,FALSE
ENSG00000060971,-0.12250881565591694,Yes,FALSE
ENSG00000166199,0.11678166884779696,Yes,FALSE
ENSG00000149262,-0.11904262979915062,Yes,FALSE
ENSG00000091157,-0.11880211909599694,Yes,FALSE
ENSG00000138376,0.1487131032956486,Yes,FALSE
ENSG00000142227,0.19380591312510975,Yes,FALSE
ENSG00000111348,-0.17339707209333388,Yes,FALSE
ENSG00000179041,0.18102001455292052,Yes,FALSE
ENSG00000121542,0.11826958049162875,Yes,FALSE
ENSG00000152700,-0.1279652135671424,Yes,FALSE
ENSG00000138430,0.11661369662736634,Yes,FALSE
ENSG00000151348,0.1311780428102744,Yes,FALSE
ENSG00000075420,0.13283652220368336,Yes,FALSE
ENSG00000157978,-0.15597115409557913,Yes,FALSE
ENSG00000132024,-0.18019789219851542,Yes,FALSE
ENSG00000100614,0.09229379307834984,Yes,FALSE
ENSG00000161381,-0.1828814634414519,Yes,FALSE
ENSG00000187689,0.8577230407711945,Yes,FALSE
ENSG00000134222,0.23939421839006975,Yes,FALSE
ENSG00000070759,0.16143204642040984,Yes,FALSE
ENSG00000184305,-0.3250540082840833,Yes,FALSE
ENSG00000232931,-0.32094090524063157,Yes,FALSE
ENSG00000076826,-0.29623907047177267,Yes,FALSE
ENSG00000165029,0.17117808089329833,Yes,FALSE
ENSG00000134684,0.09070665993800718,Yes,FALSE
ENSG00000178229,0.14711777286317693,Yes,FALSE
ENSG00000111785,0.10870849085021503,Yes,FALSE
ENSG00000254999,0.07920284845326278,Yes,FALSE
ENSG00000087589,-0.25491948077394466,Yes,FALSE
ENSG00000145592,0.14478881454481837,Yes,FALSE
ENSG00000164944,0.10939801426717254,Yes,FALSE
ENSG00000215440,-0.23320968379824195,Yes,FALSE
ENSG00000120265,0.10033761780735531,Yes,FALSE
ENSG00000104611,-0.23797273615180928,Yes,FALSE
ENSG00000033050,0.12426567982474525,Yes,FALSE
ENSG00000100697,0.1100417635043651,Yes,FALSE
ENSG00000147400,0.13337113167758766,Yes,FALSE
ENSG00000111319,-0.35267476686422744,Yes,FALSE
ENSG00000126267,0.12359609587892481,Yes,FALSE
ENSG00000226742,-0.16092076364069174,Yes,FALSE
ENSG00000151500,-0.12265974605098885,Yes,FALSE
ENSG00000206573,-0.1448304458418116,Yes,FALSE
ENSG00000171132,-0.20915197582301165,Yes,FALSE
ENSG00000071462,0.11691168605900328,Yes,FALSE
ENSG00000205981,0.14548725920909622,Yes,FALSE
ENSG00000138795,0.22021364011468902,Yes,FALSE
ENSG00000226752,-0.1843229324819345,Yes,FALSE
ENSG00000108654,-0.0852759214635194,Yes,FALSE
ENSG00000012048,0.21127556883828227,Yes,FALSE
ENSG00000211637,0.520617085935518,Yes,FALSE
ENSG00000181163,0.12111806517630347,Yes,FALSE
ENSG00000126653,0.08133072786803033,Yes,FALSE
ENSG00000123700,0.25246083797743585,Yes,FALSE
ENSG00000129473,0.11033212036330321,Yes,FALSE
ENSG00000108924,-0.4009783824051671,Yes,FALSE
ENSG00000182952,0.08864249569951925,Yes,FALSE
ENSG00000147955,0.16648524857479696,Yes,FALSE
ENSG00000204178,-0.1274641214424762,Yes,FALSE
ENSG00000105677,0.1417221564834693,Yes,FALSE
ENSG00000184304,0.22009585132368623,Yes,FALSE
ENSG00000104131,0.10164312374292067,Yes,FALSE
ENSG00000115350,0.14015950969878269,Yes,FALSE
ENSG00000160957,0.3552061992864574,Yes,FALSE
ENSG00000064270,-0.3641526122872755,Yes,FALSE
ENSG00000172731,-0.24229160197444968,Yes,FALSE
ENSG00000005882,-0.16520282924357346,Yes,FALSE
ENSG00000179344,-0.3677396181039361,Yes,FALSE
ENSG00000013583,0.1237811012235473,Yes,FALSE
ENSG00000184402,-0.12074123071812512,Yes,FALSE
ENSG00000111364,0.1152807209407369,Yes,FALSE
ENSG00000101255,0.2287203369394309,Yes,FALSE
ENSG00000138182,0.18230577939173237,Yes,FALSE
ENSG00000072422,0.16258136043232307,Yes,FALSE
ENSG00000086061,0.13888703081161616,Yes,FALSE
ENSG00000100335,0.09407846846688034,Yes,FALSE
ENSG00000168916,-0.2453156060928953,Yes,FALSE
ENSG00000162889,0.10446512476370211,Yes,FALSE
ENSG00000103569,0.27997926047433336,Yes,FALSE
ENSG00000165272,-0.4480017682969707,Yes,FALSE
ENSG00000183779,0.3184101911920193,Yes,FALSE
ENSG00000127125,-0.09579228689759306,Yes,FALSE
ENSG00000128311,-0.2529056567391888,Yes,FALSE
ENSG00000141198,-0.17816828868459184,Yes,FALSE
ENSG00000135723,-0.20511928842856755,Yes,FALSE
ENSG00000111490,-0.28467408725490145,Yes,FALSE
ENSG00000132109,-0.13085423505953242,Yes,FALSE
ENSG00000067225,0.14133890636768248,Yes,FALSE
ENSG00000117640,-0.09319351811209502,Yes,FALSE
ENSG00000178573,0.20496247004919238,Yes,FALSE
ENSG00000154309,-0.22110389637215064,Yes,FALSE
ENSG00000152642,-0.21846013194510086,Yes,FALSE
ENSG00000282608,-0.24651454904117334,Yes,FALSE
ENSG00000198121,0.22537024918460755,Yes,FALSE
ENSG00000047936,-0.5157196401979292,Yes,FALSE
ENSG00000246082,-0.20742238266639096,Yes,FALSE
ENSG00000156804,0.2904898958873521,Yes,FALSE
ENSG00000165312,0.16546167385833396,Yes,FALSE
ENSG00000256612,-0.6420564998025216,Yes,FALSE
ENSG00000186017,0.12027719814086249,Yes,FALSE
ENSG00000123124,0.1507594345140022,Yes,FALSE
ENSG00000100567,0.10164048587104185,Yes,FALSE
ENSG00000090061,0.12452542085368722,Yes,FALSE
ENSG00000174233,-0.16018593045843316,Yes,FALSE
ENSG00000101911,0.12572873028424625,Yes,FALSE
ENSG00000121879,0.14687011988159313,Yes,FALSE
ENSG00000106263,0.1298194077950266,Yes,FALSE
ENSG00000102575,-0.25203257257712075,Yes,FALSE
ENSG00000096968,-0.1794026682036833,Yes,FALSE
ENSG00000092421,0.318640678092639,Yes,FALSE
ENSG00000109920,-0.09801704338858412,Yes,FALSE
ENSG00000241973,-0.11136734783852544,Yes,FALSE
ENSG00000109220,0.1175609110492524,Yes,FALSE
ENSG00000148346,-0.5480616134985765,Yes,FALSE
ENSG00000011007,0.11389630743571712,Yes,FALSE
ENSG00000106484,0.2148914959798276,Yes,FALSE
ENSG00000126016,-0.36247609176364926,Yes,FALSE
ENSG00000142347,-0.22329387818986246,Yes,FALSE
ENSG00000143156,0.1403214011829438,Yes,FALSE
ENSG00000135040,0.09906681563829893,Yes,FALSE
ENSG00000175595,-0.12558362440169893,Yes,FALSE
ENSG00000163531,-0.32320501862210665,Yes,FALSE
ENSG00000165617,0.2715276642873563,Yes,FALSE
ENSG00000105738,-0.1899963206103779,Yes,FALSE
ENSG00000104687,0.21940250049569168,Yes,FALSE
ENSG00000138814,0.11607937860186242,Yes,FALSE
ENSG00000145088,0.16947453930521383,Yes,FALSE
ENSG00000162852,-0.11485902137872761,Yes,FALSE
ENSG00000118508,0.15441702207331368,Yes,FALSE
ENSG00000162244,0.15500766407942268,Yes,FALSE
ENSG00000155876,0.11493879726126466,Yes,FALSE
ENSG00000122482,-0.09493633702661233,Yes,FALSE
ENSG00000053900,-0.09131877569803251,Yes,FALSE
ENSG00000164466,0.1573876976348736,Yes,FALSE
ENSG00000089127,-0.2285189568835452,Yes,FALSE
ENSG00000169508,-0.22377775706351233,Yes,FALSE
ENSG00000134686,-0.12684241625735734,Yes,FALSE
ENSG00000130193,-0.29363129294429613,Yes,FALSE
ENSG00000095485,0.09716328011648612,Yes,FALSE
ENSG00000188315,-0.11661074562601441,Yes,FALSE
ENSG00000144560,0.11376036515028011,Yes,FALSE
ENSG00000184156,-0.4195673329329725,Yes,FALSE
ENSG00000104093,-0.14704412139425,Yes,FALSE
ENSG00000049089,-0.4157223117322792,Yes,FALSE
ENSG00000245848,-0.2957215413047473,Yes,FALSE
ENSG00000106479,-0.15161561696515133,Yes,FALSE
ENSG00000183762,0.26105844452250787,Yes,FALSE
ENSG00000146038,-0.4633214029291888,Yes,FALSE
ENSG00000112624,-0.09597291262956034,Yes,FALSE
ENSG00000100228,-0.2583511961082253,Yes,FALSE
ENSG00000101940,-0.1644285412352158,Yes,FALSE
ENSG00000162927,-0.12764080150017157,Yes,FALSE
ENSG00000242265,0.5559058387424669,Yes,FALSE
ENSG00000081154,0.09496946401657085,Yes,FALSE
ENSG00000159055,0.17229167693476144,Yes,FALSE
ENSG00000186532,-0.10140683331084777,Yes,FALSE
ENSG00000159069,-0.26224472133791016,Yes,FALSE
ENSG00000159210,0.08100991429874337,Yes,FALSE
ENSG00000114126,0.14598377882469496,Yes,FALSE
ENSG00000136527,0.11073795898644372,Yes,FALSE
ENSG00000115306,0.16048993025827116,Yes,FALSE
ENSG00000196323,-0.11651853235910574,Yes,FALSE
ENSG00000042980,-0.23646379299191228,Yes,FALSE
ENSG00000257621,-0.11779883790444967,Yes,FALSE
ENSG00000105612,-0.10996646592872522,Yes,FALSE
ENSG00000126368,0.2588446533709138,Yes,FALSE
ENSG00000158062,-0.18360383162682145,Yes,FALSE
ENSG00000240682,0.12562492201229516,Yes,FALSE
ENSG00000119705,0.14461180402134494,Yes,FALSE
ENSG00000111667,0.12766847190299246,Yes,FALSE
ENSG00000171533,-0.28077935022687656,Yes,FALSE
ENSG00000183808,-0.11435145345746638,Yes,FALSE
ENSG00000181222,-0.09753545557895955,Yes,FALSE
ENSG00000167969,-0.22144013511576532,Yes,FALSE
ENSG00000176022,0.1435839596663215,Yes,FALSE
ENSG00000204116,-0.11977960465529111,Yes,FALSE
ENSG00000005243,0.24094990363916363,Yes,FALSE
ENSG00000119686,-0.21183392498308426,Yes,FALSE
ENSG00000072401,0.1035471752519805,Yes,FALSE
ENSG00000135048,0.1550620687400661,Yes,FALSE
ENSG00000163510,0.079517020436045,Yes,FALSE
ENSG00000135919,0.31109493629066964,Yes,FALSE
ENSG00000138463,0.1521689699677882,Yes,FALSE
ENSG00000204261,-0.17760559646061982,Yes,FALSE
ENSG00000214063,-0.27636829967036897,Yes,FALSE
ENSG00000078304,0.09077762840665315,Yes,FALSE
ENSG00000197713,0.08751081016709972,Yes,FALSE
ENSG00000278133,-0.13973866014258265,Yes,FALSE
ENSG00000140859,-0.24213116818775535,Yes,FALSE
ENSG00000134398,-0.6658220872439303,Yes,FALSE
ENSG00000103316,-0.5621804037549631,Yes,FALSE
ENSG00000213096,-0.1669568297397671,Yes,FALSE
ENSG00000171262,0.11278341098334407,Yes,FALSE
ENSG00000135929,-0.2924660588624797,Yes,FALSE
ENSG00000126870,-0.12823366272471787,Yes,FALSE
ENSG00000132326,-0.14854888882171877,Yes,FALSE
ENSG00000147649,0.11133849296736871,Yes,FALSE
ENSG00000067992,0.1612365193078831,Yes,FALSE
ENSG00000184988,-0.1570571984507735,Yes,FALSE
ENSG00000143368,0.10577257479638696,Yes,FALSE
ENSG00000100412,-0.11780354589748726,Yes,FALSE
ENSG00000011465,0.23478537261371701,Yes,FALSE
ENSG00000140983,-0.2253015890215906,Yes,FALSE
ENSG00000140694,-0.10713213053116603,Yes,FALSE
ENSG00000178338,-0.1250650566687896,Yes,FALSE
ENSG00000183751,-0.23228165014635704,Yes,FALSE
ENSG00000117152,0.2940452247769778,Yes,FALSE
ENSG00000069849,0.2450929212517101,Yes,FALSE
ENSG00000153774,0.11689977927975923,Yes,FALSE
ENSG00000135457,0.08458196730304424,Yes,FALSE
ENSG00000066651,0.10154913665352498,Yes,FALSE
ENSG00000124357,-0.11376633214560501,Yes,FALSE
ENSG00000128590,0.14400140323992808,Yes,FALSE
ENSG00000205403,-0.2948278423616931,Yes,FALSE
ENSG00000164930,0.20551926811618793,Yes,FALSE
ENSG00000151617,0.20245451819090157,Yes,FALSE
ENSG00000070761,0.09702947322142101,Yes,FALSE
ENSG00000158156,-0.14241761188439686,Yes,FALSE
ENSG00000166347,-0.2586619207250961,Yes,FALSE
ENSG00000113657,0.22030927803419634,Yes,FALSE
ENSG00000135473,-0.11983421678599344,Yes,FALSE
ENSG00000166105,-0.7802525487715832,Yes,FALSE
ENSG00000161920,-0.13405692596480223,Yes,FALSE
ENSG00000137404,0.1716257915590778,Yes,FALSE
ENSG00000110002,-0.2307618231359064,Yes,FALSE
ENSG00000100417,-0.181601814086421,Yes,FALSE
ENSG00000136878,-0.1615291041012287,Yes,FALSE
ENSG00000078403,0.08663514078103254,Yes,FALSE
ENSG00000138835,-0.15317160104541136,Yes,FALSE
ENSG00000079215,-0.29025793072341094,Yes,FALSE
ENSG00000124702,0.11508134482002497,Yes,FALSE
ENSG00000076928,-0.19506144966837047,Yes,FALSE
ENSG00000130508,0.2370667646937726,Yes,FALSE
ENSG00000182199,0.18513132976325336,Yes,FALSE
ENSG00000167840,-0.13713418535451252,Yes,FALSE
ENSG00000156587,-0.18662070979395118,Yes,FALSE
ENSG00000171649,-0.2579745501422476,Yes,FALSE
ENSG00000163050,-0.1718118017075295,Yes,FALSE
ENSG00000154124,-0.13244184779638396,Yes,FALSE
ENSG00000060762,-0.13543839205219552,Yes,FALSE
ENSG00000131495,-0.14467105382450188,Yes,FALSE
ENSG00000165434,0.2505022147412252,Yes,FALSE
ENSG00000143036,-0.2604686934567593,Yes,FALSE
ENSG00000198431,0.2642030531533457,Yes,FALSE
ENSG00000213930,-0.1370653853798032,Yes,FALSE
ENSG00000112561,-0.20610232605163561,Yes,FALSE
ENSG00000171100,-0.11582894826738065,Yes,FALSE
ENSG00000204344,-0.1138298529045604,Yes,FALSE
ENSG00000081277,0.9519867608411744,Yes,FALSE
ENSG00000080345,0.09744570598762656,Yes,FALSE
ENSG00000159377,0.08868981234899512,Yes,FALSE
ENSG00000218283,0.10994839879823563,Yes,FALSE
ENSG00000081913,0.1597359349093619,Yes,FALSE
ENSG00000144802,-0.2019456700784392,Yes,FALSE
ENSG00000164379,-0.46207740410077003,Yes,FALSE
ENSG00000089006,0.10170602252249931,Yes,FALSE
ENSG00000078369,0.09107751216148695,Yes,FALSE
ENSG00000103021,-0.2498325806778557,Yes,FALSE
ENSG00000170465,0.9299143552296694,Yes,FALSE
ENSG00000185414,0.10417413616908988,Yes,FALSE
ENSG00000185432,-0.1954714925161406,Yes,FALSE
ENSG00000205413,-0.2578070442619101,Yes,FALSE
ENSG00000119535,-0.30085500094034773,Yes,FALSE
ENSG00000164104,0.18955861322789844,Yes,FALSE
ENSG00000172594,-0.24761400253660862,Yes,FALSE
